team_id,team_name,h_a,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,ppda_att,ppda_def,ppda_allowed_att,ppda_allowed_def
183,Spartak Moscow,h,2.27733,1.42041,2.27733,1.42041,15,5,3,2,1.9524,w,2023-07-23 14:30:00,1,0,0,3,0.8569200000000001,213,18,203,24
183,Spartak Moscow,h,2.26763,1.32253,2.26763,1.32253,11,6,2,1,2.064,w,2023-07-31 16:30:00,1,0,0,3,0.9451,195,15,316,35
183,Spartak Moscow,a,1.72282,0.558062,1.72282,0.558062,5,3,4,1,2.2989,w,2023-08-05 14:30:00,1,0,0,3,1.164758,185,8,281,18
183,Spartak Moscow,a,1.09612,2.63275,1.09612,1.87847,8,12,2,3,0.4397,l,2023-08-11 15:00:00,0,0,1,0,-0.7823500000000001,140,16,269,15
183,Spartak Moscow,h,1.23419,1.03972,0.479918,1.03972,6,8,1,3,1.5588000000000002,l,2023-08-20 16:30:00,0,0,1,0,-0.5598019999999999,193,33,209,11
183,Spartak Moscow,h,0.770893,0.835763,0.770893,0.835763,8,6,0,0,1.2570000000000001,d,2023-08-26 16:30:00,0,1,0,1,-0.06486999999999998,104,19,255,26
183,Spartak Moscow,a,0.561339,1.91265,0.561339,1.15837,9,2,0,2,0.35719999999999996,l,2023-09-02 17:00:00,0,0,1,0,-0.5970309999999999,222,14,220,17
183,Spartak Moscow,h,1.82906,0.869887,1.82906,0.869887,13,1,1,0,2.0746,w,2023-09-16 16:00:00,1,0,0,3,0.9591729999999999,120,16,324,19
183,Spartak Moscow,h,1.38634,0.684102,1.38634,0.684102,14,8,1,0,1.9236,w,2023-09-23 16:00:00,1,0,0,3,0.7022379999999999,229,21,310,14
183,Spartak Moscow,a,1.04278,1.24555,1.04278,1.24555,10,9,0,4,1.1646,l,2023-10-01 13:30:00,0,0,1,0,-0.2027699999999999,80,25,254,14
183,Spartak Moscow,h,0.521384,0.981143,0.521384,0.981143,8,16,2,2,0.909,d,2023-10-08 16:00:00,0,1,0,1,-0.45975900000000003,177,22,353,30
183,Spartak Moscow,h,2.28113,0.307281,2.28113,0.307281,15,4,2,0,2.6903,w,2023-10-22 11:00:00,1,0,0,3,1.973849,135,23,245,10
183,Spartak Moscow,a,0.506679,1.52207,0.506679,0.767791,6,13,0,2,0.4895999999999999,l,2023-10-28 11:00:00,0,0,1,0,-0.261112,73,16,137,19
183,Spartak Moscow,a,0.808016,1.75822,0.808016,1.75822,5,10,1,1,0.6596,d,2023-11-05 16:30:00,0,1,0,1,-0.9502039999999999,224,23,226,19
183,Spartak Moscow,h,1.68133,1.57631,1.68133,0.822038,10,7,2,1,1.4445999999999999,w,2023-11-12 16:30:00,1,0,0,3,0.859292,220,20,268,19
183,Spartak Moscow,a,2.05005,2.3159,2.05005,2.3159,11,11,2,0,1.2066999999999999,w,2023-11-25 16:45:00,1,0,0,3,-0.2658499999999999,70,17,53,14
183,Spartak Moscow,a,0.549239,0.522078,0.549239,0.522078,13,3,1,2,1.2847,l,2023-12-03 16:00:00,0,0,1,0,0.02716099999999999,153,26,281,16
